text,label,clean_text
rp haneul pada jualan memek di tl.yang on retweet',0,rp haneul jualan memek tl on retweet
USER USER USER USER USER USER USER USER Yang teriak susah pasti gak dapet jawabannya..dan lo gak bisa jawab kan?\nSimpel kok..\nDungu sok pinter mah kebaca bong!\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nK,1,teriak susah gak dapet jawabannya lo gak nsimpel ndungu sok pinter mah kebaca bong xf x f x x xf x f x x nk
USER USER lu kampang',1,lu kampang
"mau setya novanto tersangka atau alien kena.. tetap blokir jokowi , pecat jokowi.. tutup pintu istana buat jokowi",1,setya novanto tersangka alien kena blokir jokowi pecat jokowi tutup pintu istana jokowi
"dengan senang hati. Si cewek tadi dilepasin dan si mbaknya naik ke angkutan umum itu. Jadilah di mbaknya di gang bang sama para rapist kunyuk itu. Setelah selesai, si mbaknya balik ke mobilnya. Sebelum ngegas pergi, dia bilang ke para rapist itu.'",1,senang hati si cewek dilepasin si mbaknya angkutan mbaknya gang bang rapist kunyuk selesai si mbaknya mobilnya ngegas pergi bilang rapist
"Belum Sepaham dgn Kepemimpinan Pak JOKO WIDODO Aku dgn Kerendahan Hati mengajak Marilah Bersama sama, ""Kita Dukung Pak JOKOWI 2 Priode Percayalah INDONESIA yg sudah Baik menjadi Jauh lebih baik Kerja kerja kerja Melayani RAKYATnya setelah 2019 s/d 2024 Ber",0,sepaham dgn kepemimpinan joko widodo dgn kerendahan hati mengajak marilah dukung jokowi priode percayalah indonesia yg kerja kerja kerja melayani rakyatnya s d ber
USER USER USER Ustad ini melihatnya pake pantat',1,ustad pake pantat
"USER USER USER He..hee negeri ini butuh orang2 yg jujur dlm bekerja spt Rezim skrg ini. Bukan para pengikut kamu Bani Cabul &amp; kampret yg hanya bisa menghembuskan fitnah, hoax, provokasi &amp; kebencian \xf0\x9f\x98\x82'",1,he hee negeri butuh orang yg jujur dlm spt rezim skrg pengikut bani cabul amp kampret yg menghembuskan fitnah hoax provokasi amp kebencian xf x f x x
USER USER USER USER USER USER USER USER USER USER Ketawain aja.orang munafik mah kerjanya bgt.pendukung wan Abud asu semua.\xf0\x9f\x98\x9c\xf0\x9f\x98\x84',1,ketawain aja orang munafik mah kerjanya bgt pendukung wan abud asu xf x f x x c xf x f x x
"Nampaknya istilah yang tepat untuk \xe2\x80\x9cTKI Rental\xe2\x80\x9d atau \xe2\x80\x9cTKI Formalin\xe2\x80\x9d adalah \xe2\x80\x9cPekerja Migran Rumah Tangga Outsourcing\xe2\x80\x9d !\n\nPersoalanya adalah, bagaimanakah status atau kedudukan hukum para",0,nampaknya istilah xe x x ctki rental xe x x d xe x x ctki formalin xe x x d xe x x cpekerja migran rumah tangga outsourcing xe x x d n npersoalanya status kedudukan hukum
guru smk kota kediri siap sukseskan pilkada dan menolak berita hoax:,0,guru smk kota kediri sukseskan pilkada menolak berita hoax
"12. Di awal sambutannya, Presiden USER menyampaikan apresiasinya dapat bertemu dengan para kader PMII yang diyakini memiliki semangat tinggi sebagai pemuda muslim Tanah Air #JokowiAjakMasyarakatOptimistis",0,sambutannya presiden apresiasinya bertemu kader pmii diyakini memiliki semangat pemuda muslim tanah air jokowiajakmasyarakatoptimistis
"USER Begitulah pekaes yg doyan dgn pipis onta, ilmu jd nomor 2 yg utama adalah khutbahnya yg menyala-nyala dan berani mencaci Jokowi, yah itulah junjungannya kayak si pelari terlama sono tuh,,, wkwkwkwk.'",1,pekaes yg doyan dgn pipis onta ilmu jd nomor yg utama khutbahnya yg menyala nyala berani mencaci jokowi yah junjungannya kayak si pelari terlama sono tuh wkwkwkwk
USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER jgn gtu eek ayam anget',1,jgn gtu eek ayam anget
USER Terbukti kampus kerakyatan. Kampus lain mu ngkin ga kepikiran jamban',0,terbukti kampus kerakyatan kampus mu ngkin ga kepikiran jamban
cinta itu buta dan tuli',0,cinta buta tuli
"Detik detik Presiden Indonesia, eh Gubernur Indonesia ? pak USER bertemu dengan Presiden Turki USER ; ; Tanpa teks, tanpa bingung lgsg nyrocos ngomong nampak sangat Akrab sekali. Beda dengan si itu... Ah sudahlah gak usah dibahas mmg kelia",1,detik detik presiden indonesia eh gubernur indonesia bertemu presiden turki teks bingung lgsg nyrocos ngomong nampak akrab beda si ah gak dibahas mmg kelia
USER Sapa dulu yang jual ke aseng? Lah ko pangeranya disodorin ke keluarga yg jual kekayaan bumi indonesia ke amerika? Mau kolaborasi jd antek aseng yah om?',0,sapa jual aseng ko pangeranya disodorin keluarga yg jual kekayaan bumi indonesia amerika kolaborasi jd antek aseng yah om
USER Hahaha sis tak pernah main sarahah ni. Ini agenda yahudi semata !! \xf0\x9f\x98\x82',0,hahaha sis main sarahah ni agenda yahudi xf x f x x
"USER USER pertanyaan bodoh, kalau ini dijawab sama aja ikut dongo kata. om RG'",0,bodoh aja dongo om rg
"(cont.) kekerasan yang berujung pembunuhan bukan hal yang asing untuk S\xc3\xa8rene. Tapi kali ini ada sesuatu yang menarik karena pelaku kekerasanlah yang menjadi korban disini. S\xc3\xa8rene sesekali melirik ke arah Lucas, menukar pikiran dari tatap. L",0,cont kekerasan berujung pembunuhan asing s xc xa rene kali menarik pelaku kekerasanlah korban s xc xa rene melirik arah lucas menukar pikiran tatap l
"USER Preman kampungan monyong putih kok dikasih panggung merusak acara, enek liatnya'",1,preman kampungan monyong putih dikasih panggung merusak acara enek liatnya
"USER Lg cari dukungan ke mr presiden aseng,'",0,lg cari dukungan mr presiden aseng
USER Gausah spoiler bangsad',1,gausah spoiler bangsad
USER USER apaan babi',0,babi
RT USER PENJARAKAN PENISTA AGAMA !!! ATAU USER TURUN !!! URL,1,penjarakan penista agama turun
USER TEMENNYA KAKAK GUE PERNAH.\n\n\xf0\x9f\x91\xa7 Kamu jurusan apaa\n\xf0\x9f\x91\xa6 Aku Sastra Rusia nih\n\xf0\x9f\x91\xa7 Pasti kamu komunis ya\n\xf0\x9f\x91\xa6 ????',0,temennya kakak gue n n xf x f x xa jurusan apaa n xf x f x xa sastra rusia nih n xf x f x xa komunis ya n xf x f x xa
XL gembel bgt :(',0,xl gembel bgt
maju lu sini babi USER',1,maju lu babi
USER USER Geblek yeh:)',0,geblek yeh
Nak tercabut jantung aku bdk bdk zaman skrg main mercun apa ni smpai bunyi mcm bom',0,nak tercabut jantung bdk bdk zaman skrg main mercun ni smpai bunyi mcm bom
"admin kok dendaman, gausa jd admin tolol'",1,admin dendaman gausa jd admin tolol
USER Mas tolong sebutkan kitab suci agama mana yg fiksi?,0,mas tolong sebutkan kitab suci agama yg fiksi
USER TERORIS KAFIR BUDHA MYANMAR,1,teroris kafir budha myanmar
China memang sangat agresif mengambil alih saham saham perusahaan tambang di dunia. China juga mengambil alih saham tambang milik Freeport di berbagai negara. China menaruh minat besar pada kepemilikan newmont dan Freeport dalam memperkuat rantai suply i,0,china agresif mengambil alih saham saham perusahaan tambang dunia china mengambil alih saham tambang milik freeport negara china menaruh minat kepemilikan newmont freeport memperkuat rantai suply i
USER Ngewe berapa',0,ngewe
RT USER: USER Bubarkan DPR/DPRD...bentuk Pansus hak Angket dari rakyat utk bekukan DPR/DPRD,1,bubarkan dpr dprd bentuk pansus hak angket rakyat utk bekukan dpr dprd
USER USER dehhh lg lg dia congor ban serep plonga plongo....politusi kutu kupret',1,dehhh lg lg congor ban serep plonga plongo politusi kutu kupret
USER cacat lu',1,cacat lu
"USER Bravo pk jokowi tekan freeport utk kembalikan hak rakyat kelihatan sangat pro rakyat. Yang antek asing oknum penguasa, partai masa lalu yg jual saham freeport ke asing, tapi koarnya so pro rakyat,'",0,bravo pk jokowi tekan freeport utk kembalikan hak rakyat pro rakyat antek asing oknum penguasa partai yg jual saham freeport asing koarnya so pro rakyat
#MALUKUHEBAT ketika Maluku memiliki pasangan Gubernur dan Wakil Gubernur yang dlm kampanyenya memberikab edukasi politik yang benar. Bukan hanya soal isu sara dan agama yg sama sekali tdk relevan.,0,malukuhebat maluku memiliki pasangan gubernur wakil gubernur dlm kampanyenya memberikab edukasi politik isu sara agama yg tdk relevan
USER USER Dipacking kayu sekalian biar kalo dibanting gak pecah dan cacat hahahhahaha',0,dipacking kayu biar kalo dibanting gak pecah cacat hahahhahaha
"Dan barang siapa berpaling dari peringatan-Ku, maka sungguh, dia akan menjalani kehidupan yang sempit, dan Kami akan mengumpulkannya pada hari Kiamat dalam keadaan buta. \n(QS. Ta Ha: 124)'",0,barang berpaling peringatan ku sungguh menjalani kehidupan sempit mengumpulkannya kiamat buta n qs ta ha
"Selalu inget, km bukan siapa siapa. Bukan apa apa. Jadi gaada pentingnya juga buat kamu tau.\n\nBut, I need belong to someone. Hahaha. Agony of loneliness huh? Teori nya pak kassin lagi nih? Geblek!'",1,inget km gaada tau n nbut i need belong to someone hahaha agony of loneliness huh teori nya kassin nih geblek
"Sindir-menyindir itu wajar. Semua orang pasti pernah nyindir. Yang bego itu elu, kenapa gampang ngerasa abis itu marah-marah.'",1,sindir menyindir wajar orang nyindir bego elu gampang ngerasa abis marah marah
ajari anak mengenal organ intim,0,ajari anak mengenal organ intim
Kita Bhinneka Tunggal Ika. Hidup bersama sebagai keluarga satu bangsa dan umat Tuhan. Salam Natal dari Kupang,0,bhinneka tunggal ika hidup keluarga bangsa umat tuhan salam natal kupang
"USER Saya mau tanya, kitab suci yg anda gunakan sesuai dgn agama yg anda anut apa, apakah isi dari kitab suci anda itu sdh tergenapi atau blm dlm kehidupan anda skng ini",0,kitab suci yg sesuai dgn agama yg anut isi kitab suci sdh tergenapi blm dlm kehidupan skng
USER Bacot la njer. Sok intelek. Kek telek',1,bacot la njer sok intelek kek telek
Proyek Pembangunan Bendungan Pelosika Dibatalkan Presiden,0,proyek pembangunan bendungan pelosika dibatalkan presiden
USER najis gausa sebut2 itu',0,najis gausa
Banser jaga ulama. ; ;,0,banser jaga ulama
BELA JOKOWI! Ruhut Sebut Prabowo Tak Akan Bisa Tandingi Jokowi Di pemilihan presiden 2019 Jangan Terlalu Ambisi: URL melalui,1,bela jokowi ruhut prabowo tandingi jokowi pemilihan presiden ambisi
"Jadi gue itu punya grup di whatsapp. Grup MSGI alias Minority Sexual and Gender Identity. Jadi ya isinya kebanyakan gay sama lesbi. Yang diomongin apa aja. Semuanya. Ya sex. Politik, diskriminasi, faith, religion dll.'",0,gue grup whatsapp grup msgi alias minority sexual and gender identity ya isinya kebanyakan gay lesbi diomongin aja ya sex politik diskriminasi faith religion dll
USER halo amel!! aku baca sampe sipit hakdhsk biel00l disinii',0,halo amel baca sampe sipit hakdhsk biel l disinii
USER biar mampus',1,biar mampus
anjir apaan sih musisi asli kakean cocot',1,anjir sih musisi asli kakean cocot
USER Taplak meja iya un \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',0,taplak meja iya un xf x f xa xa xf x f xa xa xf x f xa xa
USER Brisik ni setan terkutuk',1,brisik ni setan terkutuk
"USER Eh malam monyet jadian betul tau. KL Special Force cerita curi bank kan? Kita malam malam plan baik punya curi air kat cafe. Sorang jaga hujung, sorang jaga depan, sorang tengok cik syakri, hahaha gempak babi!'",1,eh malam monyet jadian tau kl special force cerita curi bank malam malam plan curi air kat cafe sorang jaga hujung sorang jaga sorang tengok cik syakri hahaha gempak babi
USER Banci!!!! Kalau memang gentlemen Sebut saja siapa orangnya!!!',1,banci gentlemen orangnya
"17 April 2018, pd sidang Excecutive board UNESCO, Presiden UNESCO menyetujui hasil sidang komisi dgn ketukan palu tepat pada 16.20 wib artinya Geopark Ciletuh-Palabuhanratu sah menyandang predikat Ciletuh-Palabuhanratu Unesco Global Geopark #CPUGG #Congrat",0,april pd sidang excecutive board unesco presiden unesco menyetujui hasil sidang komisi dgn ketukan palu wib geopark ciletuh palabuhanratu sah menyandang predikat ciletuh palabuhanratu unesco global geopark cpugg congrat
Sedikit sedikit lapor apa gak ada habisnya ini rezim jokowi? Aneh. URL,1,lapor gak habisnya rezim jokowi aneh
"Bahkan jk bnr mrk imigran pun,mrk sdh tinggal sblm brdiri Myanmar1948.Apa imigrn cina boleh kita usir dr indonesia?Bnyak yg siap kl aturan mainnya begitu",1,jk bnr mrk imigran mrk sdh tinggal sblm brdiri myanmar imigrn cina usir dr indonesia bnyak yg kl aturan mainnya
Rezim jangan panik dan ketakutan dengan hashtag... #2019GantiPresiden,0,rezim panik ketakutan hashtag gantipresiden
"RT USER: Udah sok tau, trus komentarnya sok pinter pula. Hhmmmm.... Pengen gue gampar bibirnya pake wedges bencong'",0,udah sok tau trus komentarnya sok pinter hhmmmm pengen gue gampar bibirnya pake wedges bencong
"USER USER USER Ketua karang Taruna saya namanya Andin ,Wakilnya namanya Sudin .. Jadi kalau saya panggil ktua dan wakilnya..\n\nSaya singkat saja ASU.....'",0,ketua karang taruna namanya andin wakilnya namanya sudin panggil ktua wakilnya n nsaya singkat asu
USER USER Nah kan BACOTNYA CEBONG kok sama semua ya? \xf0\x9f\x98\x82\xf0\x9f\x98\x82 \nMirip PKI..\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,bacotnya cebong ya xf x f x x xf x f x x nmirip pki xf x f x x xf x f x x
Belajar mencatut Nama Tuhan untuk mendapatkan KENIKMATAN mengikuti jln hidup Muhammad bejad,1,belajar mencatut nama tuhan kenikmatan mengikuti jln hidup muhammad bejad
Antek Komunis ini sebut Film G30S-PKI isinya bohong URL,1,antek komunis film g s pki isinya bohong
"USER Aku malah kebalikannya hm, tapi kalau udah akrab sama temen rl selalu dibilang yang paling banyak bacot akunya'",0,kebalikannya hm udah akrab temen rl dibilang bacot akunya
USER USER USER USER USER USER USER Ulah cebong kafir keparat itu',1,ulah cebong kafir keparat
najis beut main ml kalah mulu\n\ntemen nya buta map semua\n\natas jebol malah push bawah\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x91\x8c',0,najis beut main ml kalah mulu n ntemen nya buta map n natas jebol push xf x f x xad xf x f x xad xf x f x xad xf x f x x c
USER Anak PMR cupu.',1,anak pmr cupu
USER Aq jg mau klo kmu ajak ngentod gantiin suami km',0,aq jg klo kmu ajak ngentod gantiin suami km
murka anjir lagi maen hp malah mati',0,murka anjir maen hp mati
"Anda keliru nyebut KEMANUSIAAN, yg benar KETUHANAN, TUHAN datang melayani, bukan pamer kekuasaan spt diajarkan Quran",1,keliru nyebut kemanusiaan yg ketuhanan tuhan melayani pamer kekuasaan spt diajarkan quran
USER USER USER USER USER USER USER USER USER Pede amat sih loe.. loe ngga milih pun ngga ngaruh..??? #2019GantiPresiden,1,pede sih loe loe ngga milih ngga ngaruh gantipresiden
"RT USER: Bajingan itu ada diantara kita, menjelang uts.'",0,bajingan menjelang uts
"bocah pada ngajak nongton galapremiere, ane tanye pelmnye ape? 'Pengabdi Setan' kate doi pade~\n\nane kire dikibulin; egataunye beneran dong brengsek! :)) URL",0,bocah ngajak nongton galapremiere ane tanye pelmnye ape pengabdi setan kate doi pade n nane kire dikibulin egataunye beneran brengsek
USER USER USER USER Puisi untukmu:\nElu bajingan\nWajahmu setan\nMulutmu iblis\nMengaku manusia\nPadahal binatang mesum\n\n-- seni nyet --',1,puisi untukmu nelu bajingan nwajahmu setan nmulutmu iblis nmengaku manusia npadahal binatang mesum n n seni nyet
"USER semoga ada 3 kandidat calon presiden dan calon wakil presiden; 1. Prabowo Subianto dan Mas Agus H. Yudhoyono; Gerindra, Demokrat, PKS, PAN, Partai Bulan Bintang; 2. Jokowi dan Airlangga Hartanto; PDIP, GOLKAR, NASDEM, PPP, PSI; 3. Muha",0,semoga kandidat calon presiden calon wakil presiden prabowo subianto mas agus h yudhoyono gerindra demokrat pks pan partai bintang jokowi airlangga hartanto pdip golkar nasdem ppp psi muha
"8. Presiden USER: Saat ini berdasarkan laporan yang saya terima terdapat 945 ribu ASN, 275 ribu TNI, dan 360 ribu anggota Polri yang belum memiliki rumah yang bersifat permanen #JokowiPercepatPenyediaanPerumahan",0,presiden berdasarkan laporan terima ribu asn ribu tni ribu anggota polri memiliki rumah bersifat permanen jokowipercepatpenyediaanperumahan
"-c-\n\nikut bersama kami."" \n\nKao yang dari tadi menahan emosi, akhirnya meledak juga.\n\n""Bajingan. Keparat kau. Aku ini lelaki! Aku tekan kan sekali lagi, LELAKI!! Cuih."" \n\nDadanya naik turun, wajahnya merah bagaikan kepiting rebus. Rupanya, ia juga",1,c n nikut n nkao menahan emosi meledak n n bajingan keparat kau lelaki tekan lelaki cuih n ndadanya turun wajahnya merah kepiting rebus
"Ibu saya titip salam,terimakasih atas undangan nya.ð???",0,titip salam terimakasih undangan nya
"USER Kami juga berhak mengkritik kinerja DPR.lalu knp tiba"" terbit UU MD3?'",0,berhak mengkritik kinerja dpr knp terbit uu md
Teroris Budha Myanmar menembaki perahu yg ditumpangi anak-anak,1,teroris budha myanmar menembaki perahu yg ditumpangi anak anak
"Alhamdulillah. 6 kali berturut-turut dpt WTP. Smoga jadi kado positif jg unt 20 th PKS, berkhidmat dg benar untRakyat SumBar. Selamat Akh Gubernur dan warga SumBar.",0,alhamdulillah kali dpt wtp smoga kado positif jg unt th pks berkhidmat dg untrakyat sumbar selamat akh gubernur warga sumbar
USER USER USER Lekong,1,lekong
USER USER USER USER Wah ada yang keberatan disebut cebong yah?',1,keberatan cebong yah
RT USER: Wasit goblog!!! Itu sah goal!!!',1,wasit goblog sah goal
USER wah orang goblok sekarang bisa main twitter ya?',1,orang goblok main twitter ya
"Been eyeing this site since months, barusan nyoba buka lagi...\n\nNgecek harga Sapiens sama Homo Deus. Masih jauh lebih murah Periplus, jadi yah...\n\nLet's try again some time later! URL",0,been eyeing this site since months barusan nyoba buka n nngecek harga sapiens homo deus murah periplus yah n nlet s try again some time later
Makin hari berita makin lucu saja. Akrobat politik dilakukan demi menggerus elektabilitas Presiden Jokowi yang begitu tinggi.,0,berita lucu akrobat politik menggerus elektabilitas presiden jokowi
Tai doido',0,tai doido
USER Ikutilah seruan ulama yang hanif ð???,0,ikutilah seruan ulama hanif
"USER Itu perbuatan kaum nasrani atau yahudi kali om, utk memecah belah umat muslim. Astagfirullah'",1,perbuatan kaum nasrani yahudi kali om utk memecah belah umat muslim astagfirullah
USER sedi lagunya ih aq mau nangis di pudak onta;(',0,sedi lagunya ih aq nangis pudak onta
Makin mau mati malah makin menjadi jadi si iblis betina tua itu..\n#TANGKAPSukmawati',1,mati si iblis betina tua n tangkapsukmawati
"asal selamat ke seberang, biar bergantung di ekor buaya - sangat perlu akan pertolongan, b... #peribahasa'",0,selamat seberang biar bergantung ekor buaya pertolongan b peribahasa
